question,intent, intent
មាន បង្គន់ អណាម័យ អត់ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR ?,DoesToiletExist,
តើ រ៉ូបូត ឯង បង្កើត ដោយ បង សុកហេង/B-PER មែន ទេ ? , Ask About Creator,
តើ ប្រទេស ប៊ូរុនឌី/B-GPE មាន ឬ ទេ ?,IsCountryExist,
តើ មាន ប្រទេស កោះ/B-GPE វឺជីន/I-GPE របស់/I-GPE អង់គ្លេស/I-GPE ដែល ឬ ទេ ?,IsCountryExist,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ បង ផានន្ទ/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ លោក គ្រូសិទ្ធ/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ អាយឌីធី/B-ORG មាន កន្លែង លក បាយ ដែល ឫ ទេ ? , Ask About Canteen,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទំនាក់ទំនង របស់ បុគ្គលិក ផ្នែក បម្រើ សេវា កម្ម បាន ដែល ទេ ?,AskAboutStaffPhoneNumber,
តើ ប្រទេស អង់គ្លេស/B-GPE មាន ប្រវែង ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន ប្រទេស ប្រ៊ុយណេ/B-GPE ឬ ទេ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស អាហ្វហ្គានីស្ថាន/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
ជួយ ប្រាប់ ខ្ញុំ ទី តាំង បន្ទប់ របស់ លោក/B-PER អាឡិច/I-PER បន្ទិច ម ក,FindEmployeeRoom,
ចូរ រៀប រាប់ ភាព ជោគ ជ័យ របស់ បណ្ឌិត/B-PER សេងសុភាព/I-PER ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
តើ មាន ប្រទេស ហ្ស៊ីមបាវ៉េ/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ ប្រទេស ក្រិក/B-GPE មាន ទំហំ ផ្ទៃ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ អាច ជួយ ប្រាប់ ខ្ញុំ បន្តិច បាន ទេ ថា នៅ ក្រសួង/B-ORG ការពារ/I-ORG ជាតិ/I-ORG មាន កន្លែង រីហ្វីល ទឹក ទេ ?,AskAboutWaterRefill,
មនុស្ស យន្ត សួម ជួយ ប្រាប់ បន្ទិច បាន ទេ ថា បន្ទប់ ប្រជុំ ការណ៍ ទាក់ ទង នឹង អាហារូបករណ៍/B-ANN ទៅ/I-ANN បារាំង/I-ANN នៅ ណា ?,FindMeetingRoom,
តើ មនុស្ស យន្ត ឯង ដឹង ទេ ថា សាល/B-ROOM ប្រជុំ/I-ROOM ធំ/I-ROOM គេ សម្រាប់ ធ្វើ អ្វី ?,FindRoomPurpose,
តើ មាន ប្រទេស ហ្គាំ/B-GPE ឬ អត់ ?,IsCountryExist,
តើ នៅ ទី នេះ មាន វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG និងនវានុវត្តន៍/I-ORG ឌីជីថល/I-ORG ឫ ទេ ? , Is Institution Exist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ នឹង មាន បង្គន់ អណាម័យ ទេ ?,DoesToiletExist,
តើ ពិត ជា មាន ប្រទេស អូស្ត្រាលី/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG អប់រំ/I-ORG មាន បង្រៀន ជំនាញ អ្វី ខ្លះ ? , Ask About Major,
អ្នក គ្រប់ គ្រង ខាង អុីខមមើស អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
អ្នក រ៉ាប់ រង នៅ កុំព្យូទ័រ សាយអេននរណា ជា ?,AskAboutTopManagementPersonal,
រ៉ូបូត ខ្ញុំ សូម សួរ រក ទី តាំង បន្ទប់ របស់ លោក/B-PER Alexander/I-PER,FindEmployeeRoom,
អ្នក រ៉ាប់ រង ក្នុង ណេតវើក នរណា ជា ?,AskAboutTopManagementPersonal,
តើ មាន ស្ថាប័ន/B-ORG Book/I-ORG MeBus/I-ORG នៅ ក្នុង អាគារនវា នុវត្តន៍/I-BUILD ដែល ទេ ?,, Is Company Exist
មនុស្ស យន្ត សួម ជួយ ប្រាប់ បន្ទិច បាន ទេ ថា បន្ទប់ ប្រជុំ ការណ៍ ទាក់ ទង នឹង អាហារូបករណ៍/B-ANN ទៅ/I-ANN បារាំង/I-ANN នៅ កន្លែង ណា ?,FindMeetingRoom,
តើ មាន រៀន ស្អីគេ ខ្លះ នៅ ខាង Network ?,CuriculumInEachMajor,
តើ ប្រទេស ហ្គីណេ/B-GPE ប៊ីស សូមាន ឬ អត់ ?,IsCountryExist,
តើ រ៉ូបូត ឯង បង្កើត ដោយ ដារ៉ា/B-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ ណារី/B-PER ពិត ប្រាកដ ទេ ? , Ask About Creator,
តើ ទី តាំង ធ្វើ ការ របស់ បង សិរី/B-PER នៅ ជាន់ ណា ?,AskAboutStaffRoom,
សុំ សួរ មួយ Robotតើ នៅ អាគារ នេះ មាន កន្លែង ជុះ ឬ ទេ ?,DoesToiletExist,
អ្នក រ៉ាប់ រង នៅ ណេតវើក នរណា ជា ?,AskAboutTopManagementPersonal,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ បូរី/B-PER ពិត ទេ ? , Ask About Creator,
តើ ប្រទេស រ៉ូម៉ានី/B-GPE មាន ឬ ទេ ?,IsCountryExist,
អាច ដឹង ពី ប្រវត្តិ ការ សិក្សា របស់ លោក/B-PER សេងសុភាព/I-PER ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
តើ ពិត ជា មាន ប្រទេស អេស្ប៉ាញ/B-GPE មែន ឬ ទេ ?,IsCountryExist,
ទីណា បន្ទប់ ប្រជុំ ជាមួយ លោក/B-PER Alexander/I-PER ?,FindMeetingRoom,
តើ ប្រទេស រវ៉ាន់ដា/B-GPE មាន ទំហំ ផ្ទៃ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ ពិត ជា មាន ប្រទេស ហ្គីណេ/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ អ្នក អាច ប្រាប់ ពី ទី តាំង របស់ បន្ទប់/B-ROOM ១០១/I-ROOM នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
អ្នក មើល ការ នៅ វិទ្យា សាស្រ្ត កុំព្យូទ័រ អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ នៅ សល់ បន្ទប់ ធ្វើ ការ ដែរ ទេ ?,, Ask About Available Working Space
នៅ នឹង មាន Research អ្វី សម្រាប់ អ្នក ទស្សនៈ កិច្ច ? ,AskAboutResearch,
តើ បន្ទប់ របស់ បង លីហៀក/B-PER នៅ ទី ណា ដែល ?,AskAboutStaffRoom,
មាន កន្លែង បន្ទោរ បង់ ទេ នៅ កន្លែង នេះ ?,DoesToiletExist,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR មាន បន្ទប់ ទឹក ឬ ទេ ?,DoesToiletExist,
តើ មាន កម្ម វិធី រៀន ម៉េច ខ្លះ ខាង ណេតវើក កីង ?,CuriculumInEachMajor,
តើ ពិត ជា មាន ប្រទេស ហ្សកដានី/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ អាយឌីជី/B-ORG មាន ផេ្លង ក្រោម ដែល ទេ ? , Ask About Playground,
តើ មាន ប្រទេស សីស្ហែល/B-GPE ឬ អត់ ?,IsCountryExist,
តើ មាន ស្តាត អាប់ Cam/B-ORG Mob/I-ORG នៅ នឹង ទី នេះ ទេ ?,, IsStart UpExist
តើ មាន រៀន អ្វី ខ្លះ នៅ ខាង បណ្តាញ ?,CuriculumInEachMajor,
សុំ សួរ មួយ Robotតើ នៅ ជាន់ នេះ មាន បង្គន់ នោម ឬ អត់ ?,DoesToiletExist,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ យ៉ា/B-PER ពិត ប្រាកដ ទេ ? , Ask About Creator,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម គីម/B-PER ហុង/I-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ ទី តាំង ធ្វើ ការ របស់ លោក នាយក រង នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ Networking មាន កម្ម វិធី រៀន អ្វី ខ្លះ ?,CuriculumInEachMajor,
តើ អ្នក ដឹក ទេ ថា នៅ វិទ្យា ស្ថាន ស្រាវជ្រាវ/B-ORG អភិវឌ្ឍន៍/I-ORG កម្ពុជា/I-ORG មាន ឱកាស ការងារ ទេ ?,AskAboutJobOpportunities,
តើ យើង អាច រក បន្ទប់/B-ROOM ១០២/I-ROOM ដោយ វីធីណា ?,FindRoom,
តើ អាច មាន ប្រទេស ហ្គីយ៉ាណា/B-GPE ហៃទី/I-GPE ឬ ទេ ?,IsCountryExist,
តើ មាន ប្រទេស សិង្ហបុរី/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR មាន បង្គន់ ទេ ?,DoesToiletExist,
តើ អាយឌីធី/B-ORG មាន ផេ្លង ក្រោម ដែល ទេ ? , Ask About Playground,
តើ មាន ប្រទេស កុងហ្គោ/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ ណេត វើក មាន រៀន ស្អី ខ្លះ ?,CuriculumInEachMajor,
តើ Network មាន រៀន ដូច មេ្តច ខ្លះ ?,CuriculumInEachMajor,
តើ Robot ឯង បង្កើត ដោយ ណារី/B-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
តើ ពិត ជា មាន ប្រទេស ឡាវ/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស នេប៉ាល់/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
អ្នក មើល ការ ខុស ត្រូវ នៅ Network អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ ពិត ជា មាន ប្រទេស កម្ពុជា/B-GPE មែន ឬ ទេ ?,IsCountryExist,
នៅ ទី នេះ មាន Research អ្វី ? ,AskAboutResearch,
តើ បន្ទប់ របស់ បង សិទ្ធ/B-PER នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន ប្រទេស ឈីលី/B-GPE ឬ ទេ ?,IsCountryExist,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ គីម/B-PER ហុង/I-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ អាយឌីធី/B-ORG ជា ស្ថាប័ន ជាតិ ឬ ? , Ask About Institution,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG បច្ចេកវិទ្យា/I-ORG កម្ពុជា មាន playground ដែល ទេ ? , Ask About Playground,
តើ មាន រៀន ម៉េច ខ្លះ ខាង អុីខមមើស ?,CuriculumInEachMajor,
តើ រ៉ូបូត ឯង បង្កើត ដោយ បង បូរី/B-PER ពិត ទេ ? , Ask About Creator,
តើ មាន ព័ត៌មាន សម្រាប់ សិស្ស អត់ នៅ ឯ សុីអេដីធី/B-ORG ?,AskAboutTrendingNews,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG បច្ចេកវិទ្យា/I-ORG កម្ពុជា ជំនាញ នីមួយ ៗ បង្រៀន ប៉ុន្មាន ឆ្នាំ ? , Ask About Major,
រ៉ូបូត ខ្ញុំ សូម សួរ ថា ទូរគមនាគមន៍ និង បណ្តាញ ជា ថ្នាក់ បែប ម៉េចវិញ ?,AskAboutClassSubject,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់ របស់ លោក គ្រូសិរី/B-PER នៅ ឯ ណា?,FindRoom,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទំនាក់ទំនង របស់ បង លីហៀក/B-PER បាន ទេ ?,AskAboutStaffPhoneNumber,
នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR បង្គន់ បត់ ជើង នៅ ឯ ណា ?,FindToilet,
តើ ទី តាំង ធ្វើ ការ របស់ លោក គ្រូសិទ្ធ/B-PER នៅ អាគារ មួយ ណា ?,AskAboutStaffRoom,
តើ ធ្វើ ដូច ម្តេច បាន working - space ?,, Ask About ToGet The Working Space Ask About ToGet The Working Space
តើ មាន រៀន អី ខ្លះ នៅ ខាង ជំនាញ/B-MAJOR កុំព្យូទ័រ/I-MAJOR សាយអេន/I-MAJOR ?,CuriculumInEachMajor,
អគារ នៅ ឯ NIPTICT/B-ORG មាន សរុប ប៉ុន្មាន ?,AskBuildingInformationInCADT,
តើ ពិត ជា មាន ប្រទេស ថៃ/B-GPE ឬ អត់ ?,IsCountryExist,
សុំ សួរ មួយ Robotតើ នៅ កន្លែង នេះ មាន កន្លែង បត់ ជើង ទេ ?,DoesToiletExist,
តើ បន្ទប់ របស់ ផ្នែក ស្រាវជ្រាវ នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន កម្ម វិធី រៀន ម៉េច ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR តេឡេខម/I-MAJOR ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស កោះ/B-GPE ឃុក/I-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ Information/B-MAJOR Technology/I-MAJOR មាន រៀន អី ខ្លះ ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស ឥណ្ឌូណេស៊ី មែន ឬ អត់ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស ប្រេស៊ីល/B-GPE មែន ឬ ទេ ?,IsCountryExist,
